,source,target,time
466,0@purdue.edu,22@purdue.edu,3/1/16 19:02
467,0@purdue.edu,28@purdue.edu,3/2/16 0:00
468,151@purdue.edu,55@purdue.edu,3/2/16 6:48
469,0@purdue.edu,132@purdue.edu,2/29/16 15:00
470,0@purdue.edu,84@purdue.edu,2/29/16 17:01
471,0@purdue.edu,65@purdue.edu,2/29/16 18:47
472,84@purdue.edu,149@purdue.edu,2/29/16 18:54
473,149@purdue.edu,149@purdue.edu,2/29/16 19:28
474,0@purdue.edu,150@purdue.edu,2/29/16 20:58
475,150@purdue.edu,39@purdue.edu,2/29/16 22:18
476,0@purdue.edu,24@purdue.edu,2/29/16 23:59
477,0@purdue.edu,152@purdue.edu,3/1/16 11:20
478,152@purdue.edu,116@purdue.edu,3/1/16 13:34
479,0@purdue.edu,153@purdue.edu,3/1/16 20:16
480,0@purdue.edu,68@purdue.edu,3/1/16 21:59
481,68@purdue.edu,98@purdue.edu,3/1/16 22:46
482,24@purdue.edu,55@purdue.edu,3/2/16 6:52
483,0@purdue.edu,68@purdue.edu,3/3/16 21:19
484,0@purdue.edu,154@purdue.edu,3/2/16 17:56
485,154@purdue.edu,141@purdue.edu,3/2/16 18:17
486,141@purdue.edu,141@purdue.edu,3/2/16 18:18
487,154@purdue.edu,31@purdue.edu,3/2/16 19:39
488,0@purdue.edu,154@purdue.edu,3/2/16 19:55
489,31@purdue.edu,31@purdue.edu,3/2/16 22:46
490,141@purdue.edu,155@purdue.edu,3/2/16 23:48
491,154@purdue.edu,33@purdue.edu,3/2/16 23:57
492,0@purdue.edu,156@purdue.edu,3/3/16 10:48
493,33@purdue.edu,28@purdue.edu,3/3/16 17:34
494,0@purdue.edu,83@purdue.edu,3/3/16 22:40
495,0@purdue.edu,121@purdue.edu,3/2/16 13:02
496,0@purdue.edu,47@purdue.edu,3/2/16 14:13
497,121@purdue.edu,57@purdue.edu,3/2/16 18:46
498,0@purdue.edu,94@purdue.edu,3/2/16 20:25
499,0@purdue.edu,150@purdue.edu,3/2/16 23:42
500,0@purdue.edu,155@purdue.edu,3/2/16 23:50
501,155@purdue.edu,33@purdue.edu,3/2/16 23:54
502,0@purdue.edu,113@purdue.edu,3/3/16 9:44
503,113@purdue.edu,156@purdue.edu,3/3/16 10:52
504,156@purdue.edu,156@purdue.edu,3/3/16 10:54
505,0@purdue.edu,117@purdue.edu,3/3/16 19:54
506,0@purdue.edu,117@purdue.edu,3/3/16 19:55
507,0@purdue.edu,157@purdue.edu,3/3/16 21:36
508,0@purdue.edu,44@purdue.edu,3/3/16 23:08
509,0@purdue.edu,158@purdue.edu,3/4/16 6:01
510,0@purdue.edu,140@purdue.edu,3/6/16 16:57
511,140@purdue.edu,140@purdue.edu,3/6/16 17:02
512,0@purdue.edu,89@purdue.edu,3/4/16 16:54
513,89@purdue.edu,141@purdue.edu,3/4/16 18:24
514,0@purdue.edu,35@purdue.edu,3/4/16 19:25
515,0@purdue.edu,159@purdue.edu,3/4/16 20:03
516,0@purdue.edu,24@purdue.edu,3/5/16 13:41
517,0@purdue.edu,49@purdue.edu,3/5/16 15:21
518,0@purdue.edu,101@purdue.edu,3/5/16 17:47
519,0@purdue.edu,52@purdue.edu,3/5/16 19:15
520,49@purdue.edu,160@purdue.edu,3/5/16 19:36
521,0@purdue.edu,68@purdue.edu,3/6/16 16:37
522,0@purdue.edu,161@purdue.edu,3/6/16 17:06
523,0@purdue.edu,157@purdue.edu,3/6/16 22:24
524,161@purdue.edu,124@purdue.edu,3/6/16 22:51
525,101@purdue.edu,28@purdue.edu,3/7/16 1:18
526,0@purdue.edu,162@purdue.edu,3/8/16 17:19
527,0@purdue.edu,14@purdue.edu,3/8/16 22:41
528,0@purdue.edu,3@purdue.edu,3/10/16 13:11
529,0@purdue.edu,75@purdue.edu,3/10/16 19:49
530,0@purdue.edu,28@purdue.edu,3/11/16 2:18
531,0@purdue.edu,112@purdue.edu,3/7/16 17:05
532,0@purdue.edu,117@purdue.edu,3/8/16 21:15
533,0@purdue.edu,141@purdue.edu,3/10/16 12:50
534,0@purdue.edu,141@purdue.edu,3/10/16 12:53
535,0@purdue.edu,3@purdue.edu,3/10/16 16:31
536,0@purdue.edu,6@purdue.edu,3/20/16 23:06
537,0@purdue.edu,146@purdue.edu,3/21/16 2:42
538,0@purdue.edu,146@purdue.edu,3/21/16 2:41
539,0@purdue.edu,24@purdue.edu,3/22/16 14:10
540,0@purdue.edu,101@purdue.edu,3/22/16 14:13
541,0@purdue.edu,24@purdue.edu,3/22/16 14:21
542,0@purdue.edu,81@purdue.edu,3/22/16 16:45
543,0@purdue.edu,70@purdue.edu,3/22/16 17:15
544,70@purdue.edu,70@purdue.edu,3/22/16 17:16
545,81@purdue.edu,163@purdue.edu,3/22/16 18:20
546,0@purdue.edu,140@purdue.edu,3/22/16 18:36
547,163@purdue.edu,81@purdue.edu,3/22/16 19:10
548,0@purdue.edu,157@purdue.edu,3/22/16 21:08
549,140@purdue.edu,32@purdue.edu,3/22/16 21:11
550,32@purdue.edu,32@purdue.edu,3/22/16 21:15
551,0@purdue.edu,164@purdue.edu,3/22/16 22:59
552,140@purdue.edu,104@purdue.edu,3/23/16 11:59
553,0@purdue.edu,66@purdue.edu,3/21/16 22:16
554,0@purdue.edu,4@purdue.edu,3/22/16 13:37
555,66@purdue.edu,165@purdue.edu,3/22/16 15:15
556,4@purdue.edu,109@purdue.edu,3/22/16 23:45
557,0@purdue.edu,21@purdue.edu,3/23/16 10:11
558,0@purdue.edu,161@purdue.edu,3/24/16 10:13
559,0@purdue.edu,53@purdue.edu,3/24/16 15:22
560,0@purdue.edu,112@purdue.edu,3/24/16 15:46
561,112@purdue.edu,53@purdue.edu,3/24/16 15:59
562,0@purdue.edu,53@purdue.edu,3/24/16 16:06
563,0@purdue.edu,100@purdue.edu,3/24/16 16:14
564,53@purdue.edu,112@purdue.edu,3/24/16 16:16
565,53@purdue.edu,100@purdue.edu,3/24/16 16:17
566,0@purdue.edu,166@purdue.edu,3/24/16 19:18
567,166@purdue.edu,30@purdue.edu,3/24/16 20:09
568,53@purdue.edu,15@purdue.edu,3/24/16 20:26
569,100@purdue.edu,99@purdue.edu,3/24/16 20:27
570,0@purdue.edu,68@purdue.edu,3/24/16 21:49
571,0@purdue.edu,133@purdue.edu,3/24/16 23:19
572,0@purdue.edu,132@purdue.edu,3/24/16 10:10
573,0@purdue.edu,167@purdue.edu,3/24/16 12:21
574,167@purdue.edu,108@purdue.edu,3/24/16 14:07
575,0@purdue.edu,168@purdue.edu,3/24/16 14:14
576,132@purdue.edu,113@purdue.edu,3/24/16 20:39
577,167@purdue.edu,15@purdue.edu,3/24/16 21:22
578,0@purdue.edu,160@purdue.edu,3/24/16 21:48
579,0@purdue.edu,68@purdue.edu,3/24/16 22:12
580,68@purdue.edu,169@purdue.edu,3/25/16 3:46
581,0@purdue.edu,170@purdue.edu,3/25/16 12:18
582,0@purdue.edu,145@purdue.edu,3/25/16 12:33
583,0@purdue.edu,15@purdue.edu,3/26/16 12:43
584,0@purdue.edu,11@purdue.edu,3/26/16 14:21
585,0@purdue.edu,143@purdue.edu,3/26/16 19:47
586,0@purdue.edu,118@purdue.edu,3/27/16 16:09
587,0@purdue.edu,3@purdue.edu,3/27/16 16:27
588,0@purdue.edu,161@purdue.edu,3/27/16 17:01
589,143@purdue.edu,32@purdue.edu,3/27/16 18:59
590,118@purdue.edu,32@purdue.edu,3/27/16 19:02
591,3@purdue.edu,32@purdue.edu,3/27/16 19:02
592,0@purdue.edu,68@purdue.edu,3/27/16 19:26
593,68@purdue.edu,32@purdue.edu,3/27/16 19:56
594,0@purdue.edu,35@purdue.edu,3/25/16 15:21
595,0@purdue.edu,99@purdue.edu,3/26/16 12:31
596,0@purdue.edu,106@purdue.edu,3/26/16 18:59
597,0@purdue.edu,112@purdue.edu,3/26/16 21:56
598,99@purdue.edu,26@purdue.edu,3/27/16 14:41
599,0@purdue.edu,171@purdue.edu,3/27/16 15:32
600,0@purdue.edu,172@purdue.edu,3/27/16 16:19
601,0@purdue.edu,3@purdue.edu,3/27/16 17:16
602,172@purdue.edu,28@purdue.edu,3/27/16 17:19
603,3@purdue.edu,28@purdue.edu,3/27/16 17:19
604,172@purdue.edu,28@purdue.edu,3/27/16 17:20
605,171@purdue.edu,28@purdue.edu,3/27/16 17:21
606,0@purdue.edu,163@purdue.edu,3/27/16 17:22
607,163@purdue.edu,3@purdue.edu,3/27/16 17:27
608,28@purdue.edu,3@purdue.edu,3/27/16 17:28
609,0@purdue.edu,3@purdue.edu,3/27/16 18:05
610,0@purdue.edu,52@purdue.edu,3/27/16 18:34
611,0@purdue.edu,45@purdue.edu,3/27/16 22:47
612,0@purdue.edu,164@purdue.edu,3/27/16 23:01
613,0@purdue.edu,4@purdue.edu,3/27/16 23:16
614,0@purdue.edu,14@purdue.edu,3/27/16 23:19
615,4@purdue.edu,164@purdue.edu,3/27/16 23:36
616,14@purdue.edu,164@purdue.edu,3/27/16 23:36
617,99@purdue.edu,155@purdue.edu,3/28/16 1:04
618,164@purdue.edu,14@purdue.edu,3/28/16 7:52
619,0@purdue.edu,173@purdue.edu,3/28/16 15:35
620,173@purdue.edu,173@purdue.edu,3/28/16 15:36
621,0@purdue.edu,98@purdue.edu,3/28/16 15:53
622,0@purdue.edu,118@purdue.edu,3/28/16 20:52
623,173@purdue.edu,57@purdue.edu,3/28/16 22:03
624,118@purdue.edu,57@purdue.edu,3/28/16 22:03
625,0@purdue.edu,24@purdue.edu,3/29/16 14:17
626,0@purdue.edu,44@purdue.edu,3/29/16 20:21
627,44@purdue.edu,157@purdue.edu,3/29/16 20:28
628,0@purdue.edu,117@purdue.edu,3/29/16 22:54
629,0@purdue.edu,160@purdue.edu,3/29/16 23:31
630,160@purdue.edu,95@purdue.edu,3/30/16 0:29
631,0@purdue.edu,174@purdue.edu,3/30/16 1:51
632,174@purdue.edu,175@purdue.edu,3/30/16 12:54
633,0@purdue.edu,109@purdue.edu,3/29/16 23:14
634,109@purdue.edu,176@purdue.edu,3/30/16 0:17
635,0@purdue.edu,164@purdue.edu,3/30/16 1:18
636,0@purdue.edu,42@purdue.edu,3/30/16 14:28
637,0@purdue.edu,42@purdue.edu,3/30/16 14:30
638,0@purdue.edu,177@purdue.edu,3/30/16 15:48
639,0@purdue.edu,177@purdue.edu,3/30/16 15:48
640,0@purdue.edu,174@purdue.edu,3/30/16 17:23
641,0@purdue.edu,148@purdue.edu,3/31/16 3:35
642,0@purdue.edu,111@purdue.edu,3/31/16 8:05
643,0@purdue.edu,24@purdue.edu,3/31/16 13:35
644,0@purdue.edu,24@purdue.edu,3/31/16 13:47
645,0@purdue.edu,27@purdue.edu,3/31/16 13:52
646,0@purdue.edu,27@purdue.edu,3/31/16 14:05
647,0@purdue.edu,39@purdue.edu,3/31/16 14:37
648,0@purdue.edu,100@purdue.edu,3/31/16 16:25
649,0@purdue.edu,170@purdue.edu,3/31/16 18:57
650,0@purdue.edu,84@purdue.edu,3/31/16 21:22
651,0@purdue.edu,178@purdue.edu,4/1/16 8:31
652,100@purdue.edu,179@purdue.edu,4/1/16 11:59
653,148@purdue.edu,179@purdue.edu,4/1/16 12:02
654,0@purdue.edu,177@purdue.edu,3/30/16 15:40
655,0@purdue.edu,177@purdue.edu,3/30/16 15:45
656,0@purdue.edu,177@purdue.edu,3/30/16 15:46
657,0@purdue.edu,98@purdue.edu,3/30/16 16:54
658,177@purdue.edu,98@purdue.edu,3/30/16 17:00
659,0@purdue.edu,174@purdue.edu,3/30/16 17:09
660,0@purdue.edu,100@purdue.edu,3/31/16 18:03
661,0@purdue.edu,44@purdue.edu,3/31/16 19:15
662,0@purdue.edu,44@purdue.edu,3/31/16 20:08
663,174@purdue.edu,126@purdue.edu,3/31/16 23:49
664,100@purdue.edu,126@purdue.edu,3/31/16 23:50
665,0@purdue.edu,27@purdue.edu,4/1/16 15:17
666,27@purdue.edu,141@purdue.edu,4/1/16 15:52
667,0@purdue.edu,101@purdue.edu,4/1/16 15:59
668,0@purdue.edu,145@purdue.edu,4/1/16 22:42
669,101@purdue.edu,100@purdue.edu,4/1/16 22:50
670,145@purdue.edu,79@purdue.edu,4/2/16 22:33
671,79@purdue.edu,145@purdue.edu,4/3/16 13:02
672,0@purdue.edu,129@purdue.edu,4/3/16 14:18
673,0@purdue.edu,71@purdue.edu,4/3/16 14:27
674,129@purdue.edu,53@purdue.edu,4/3/16 16:52
675,53@purdue.edu,53@purdue.edu,4/3/16 17:08
676,0@purdue.edu,180@purdue.edu,4/3/16 18:56
677,71@purdue.edu,180@purdue.edu,4/3/16 18:57
678,180@purdue.edu,180@purdue.edu,4/3/16 18:57
679,71@purdue.edu,181@purdue.edu,4/3/16 19:56
680,141@purdue.edu,151@purdue.edu,4/3/16 19:58
681,0@purdue.edu,44@purdue.edu,4/3/16 22:58
682,181@purdue.edu,44@purdue.edu,4/3/16 22:59
683,145@purdue.edu,79@purdue.edu,4/4/16 19:07
684,0@purdue.edu,141@purdue.edu,4/1/16 15:52
685,0@purdue.edu,68@purdue.edu,4/2/16 21:02
686,0@purdue.edu,68@purdue.edu,4/2/16 21:03
687,0@purdue.edu,79@purdue.edu,4/2/16 22:55
688,0@purdue.edu,3@purdue.edu,4/3/16 13:05
689,3@purdue.edu,145@purdue.edu,4/3/16 14:46
690,0@purdue.edu,10@purdue.edu,4/3/16 20:42
691,0@purdue.edu,126@purdue.edu,4/4/16 21:19
692,126@purdue.edu,90@purdue.edu,4/4/16 21:23
693,126@purdue.edu,45@purdue.edu,4/4/16 23:18
694,0@purdue.edu,32@purdue.edu,4/5/16 10:53
695,45@purdue.edu,45@purdue.edu,4/5/16 11:59
696,32@purdue.edu,3@purdue.edu,4/5/16 12:31
697,3@purdue.edu,3@purdue.edu,4/5/16 12:58
698,0@purdue.edu,145@purdue.edu,4/5/16 17:25
699,145@purdue.edu,53@purdue.edu,4/5/16 20:11
700,0@purdue.edu,86@purdue.edu,4/5/16 21:03
701,86@purdue.edu,151@purdue.edu,4/6/16 1:17
702,0@purdue.edu,13@purdue.edu,4/5/16 6:59
703,13@purdue.edu,32@purdue.edu,4/5/16 11:57
704,32@purdue.edu,182@purdue.edu,4/5/16 13:05
705,32@purdue.edu,3@purdue.edu,4/5/16 13:25
706,0@purdue.edu,126@purdue.edu,4/5/16 15:07
707,0@purdue.edu,166@purdue.edu,4/5/16 17:03
708,0@purdue.edu,183@purdue.edu,4/5/16 20:35
709,126@purdue.edu,183@purdue.edu,4/5/16 20:38
710,0@purdue.edu,184@purdue.edu,4/6/16 0:10
711,184@purdue.edu,147@purdue.edu,4/6/16 7:59
712,183@purdue.edu,170@purdue.edu,4/6/16 12:34
713,0@purdue.edu,170@purdue.edu,4/6/16 13:16
714,0@purdue.edu,89@purdue.edu,4/6/16 18:54
715,170@purdue.edu,71@purdue.edu,4/7/16 13:13
716,89@purdue.edu,71@purdue.edu,4/7/16 13:14
717,0@purdue.edu,113@purdue.edu,4/7/16 14:20
718,0@purdue.edu,117@purdue.edu,4/7/16 16:27
719,117@purdue.edu,78@purdue.edu,4/7/16 18:09
720,0@purdue.edu,185@purdue.edu,4/7/16 20:04
721,185@purdue.edu,185@purdue.edu,4/7/16 20:07
722,0@purdue.edu,109@purdue.edu,4/7/16 22:13
723,0@purdue.edu,140@purdue.edu,4/8/16 10:36
724,109@purdue.edu,175@purdue.edu,4/8/16 12:42
725,140@purdue.edu,165@purdue.edu,4/11/16 1:27
726,165@purdue.edu,90@purdue.edu,4/11/16 10:56
727,0@purdue.edu,71@purdue.edu,4/7/16 14:01
728,0@purdue.edu,86@purdue.edu,4/7/16 16:45
729,0@purdue.edu,3@purdue.edu,4/7/16 17:33
730,0@purdue.edu,28@purdue.edu,4/7/16 22:26
731,71@purdue.edu,186@purdue.edu,4/23/16 16:34
732,0@purdue.edu,79@purdue.edu,4/12/16 14:36
733,0@purdue.edu,129@purdue.edu,4/12/16 18:03
734,0@purdue.edu,174@purdue.edu,4/12/16 18:44
735,79@purdue.edu,91@purdue.edu,4/12/16 19:16
736,174@purdue.edu,109@purdue.edu,4/12/16 21:37
737,129@purdue.edu,163@purdue.edu,4/12/16 23:44
738,163@purdue.edu,163@purdue.edu,4/13/16 0:34
739,129@purdue.edu,175@purdue.edu,4/13/16 10:09
740,91@purdue.edu,186@purdue.edu,4/23/16 16:32
741,0@purdue.edu,101@purdue.edu,4/11/16 18:26
742,101@purdue.edu,187@purdue.edu,4/12/16 1:29
743,0@purdue.edu,187@purdue.edu,4/12/16 1:30
744,187@purdue.edu,187@purdue.edu,4/12/16 1:33
745,187@purdue.edu,188@purdue.edu,4/12/16 1:42
746,188@purdue.edu,77@purdue.edu,4/12/16 12:23
747,77@purdue.edu,174@purdue.edu,4/12/16 18:49
748,77@purdue.edu,59@purdue.edu,4/12/16 19:18
749,0@purdue.edu,62@purdue.edu,4/12/16 20:04
750,62@purdue.edu,135@purdue.edu,4/12/16 21:17
751,0@purdue.edu,175@purdue.edu,4/13/16 10:59
752,175@purdue.edu,108@purdue.edu,4/13/16 14:20
753,0@purdue.edu,164@purdue.edu,4/14/16 21:45
754,0@purdue.edu,148@purdue.edu,4/15/16 1:53
755,148@purdue.edu,116@purdue.edu,4/15/16 11:12
756,0@purdue.edu,86@purdue.edu,4/14/16 14:45
757,0@purdue.edu,27@purdue.edu,4/14/16 21:06
758,0@purdue.edu,164@purdue.edu,4/14/16 21:46
759,0@purdue.edu,189@purdue.edu,4/15/16 0:25
760,189@purdue.edu,189@purdue.edu,4/15/16 0:27
761,189@purdue.edu,16@purdue.edu,4/15/16 2:58
762,0@purdue.edu,4@purdue.edu,4/17/16 16:59
763,0@purdue.edu,79@purdue.edu,4/17/16 20:13
764,4@purdue.edu,151@purdue.edu,4/17/16 21:13
765,0@purdue.edu,148@purdue.edu,4/17/16 21:20
766,0@purdue.edu,90@purdue.edu,4/17/16 22:22
767,0@purdue.edu,190@purdue.edu,4/18/16 1:06
768,0@purdue.edu,190@purdue.edu,4/18/16 1:07
769,0@purdue.edu,190@purdue.edu,4/18/16 1:07
770,0@purdue.edu,16@purdue.edu,4/18/16 2:05
771,79@purdue.edu,128@purdue.edu,4/18/16 10:01
772,16@purdue.edu,128@purdue.edu,4/18/16 10:01
773,0@purdue.edu,128@purdue.edu,4/18/16 10:02
774,0@purdue.edu,128@purdue.edu,4/18/16 10:02
775,79@purdue.edu,5@purdue.edu,4/18/16 10:49
776,0@purdue.edu,108@purdue.edu,4/18/16 11:05
777,0@purdue.edu,191@purdue.edu,4/17/16 11:58
778,191@purdue.edu,77@purdue.edu,4/17/16 15:12
779,0@purdue.edu,84@purdue.edu,4/17/16 18:25
780,84@purdue.edu,79@purdue.edu,4/17/16 20:15
781,77@purdue.edu,48@purdue.edu,4/17/16 20:30
782,0@purdue.edu,3@purdue.edu,4/17/16 20:50
783,3@purdue.edu,76@purdue.edu,4/17/16 21:04
784,76@purdue.edu,3@purdue.edu,4/17/16 21:31
785,79@purdue.edu,81@purdue.edu,4/17/16 22:25
786,191@purdue.edu,189@purdue.edu,4/17/16 22:25
787,0@purdue.edu,190@purdue.edu,4/18/16 1:10
788,77@purdue.edu,128@purdue.edu,4/18/16 10:57
789,191@purdue.edu,128@purdue.edu,4/18/16 10:57
790,0@purdue.edu,108@purdue.edu,4/18/16 11:11
791,189@purdue.edu,184@purdue.edu,4/20/16 15:58
792,77@purdue.edu,192@purdue.edu,4/21/16 9:20
793,0@purdue.edu,127@purdue.edu,4/21/16 14:02
794,127@purdue.edu,156@purdue.edu,4/21/16 15:25
795,0@purdue.edu,184@purdue.edu,4/21/16 15:57
796,184@purdue.edu,193@purdue.edu,4/21/16 15:59
797,193@purdue.edu,184@purdue.edu,4/21/16 15:59
798,156@purdue.edu,139@purdue.edu,4/21/16 20:21
799,0@purdue.edu,89@purdue.edu,4/21/16 20:42
800,89@purdue.edu,102@purdue.edu,4/21/16 20:47
801,0@purdue.edu,130@purdue.edu,4/21/16 22:22
802,127@purdue.edu,16@purdue.edu,4/21/16 22:24
803,130@purdue.edu,131@purdue.edu,4/21/16 22:27
804,130@purdue.edu,189@purdue.edu,4/21/16 23:38
805,189@purdue.edu,147@purdue.edu,4/22/16 8:25
806,0@purdue.edu,175@purdue.edu,4/22/16 10:52
807,147@purdue.edu,175@purdue.edu,4/22/16 10:54
808,0@purdue.edu,140@purdue.edu,4/22/16 10:58
809,0@purdue.edu,79@purdue.edu,4/22/16 12:16
810,0@purdue.edu,190@purdue.edu,4/22/16 14:17
811,0@purdue.edu,190@purdue.edu,4/22/16 14:17
812,0@purdue.edu,190@purdue.edu,4/22/16 14:18
813,127@purdue.edu,186@purdue.edu,4/23/16 16:25
814,0@purdue.edu,9@purdue.edu,4/21/16 11:05
815,9@purdue.edu,62@purdue.edu,4/21/16 11:46
816,62@purdue.edu,156@purdue.edu,4/21/16 15:27
817,9@purdue.edu,184@purdue.edu,4/21/16 15:56
818,0@purdue.edu,193@purdue.edu,4/21/16 16:01
819,0@purdue.edu,194@purdue.edu,4/21/16 16:45
820,0@purdue.edu,129@purdue.edu,4/21/16 17:48
821,0@purdue.edu,195@purdue.edu,4/21/16 18:23
822,129@purdue.edu,9@purdue.edu,4/21/16 18:23
823,0@purdue.edu,195@purdue.edu,4/21/16 18:26
824,9@purdue.edu,9@purdue.edu,4/21/16 18:26
825,0@purdue.edu,12@purdue.edu,4/21/16 20:36
826,12@purdue.edu,12@purdue.edu,4/21/16 20:37
827,0@purdue.edu,16@purdue.edu,4/21/16 21:45
828,0@purdue.edu,130@purdue.edu,4/21/16 22:43
829,130@purdue.edu,31@purdue.edu,4/21/16 23:04
830,31@purdue.edu,31@purdue.edu,4/21/16 23:05
831,0@purdue.edu,166@purdue.edu,4/21/16 23:17
832,130@purdue.edu,131@purdue.edu,4/22/16 0:17
833,0@purdue.edu,15@purdue.edu,4/22/16 0:54
834,15@purdue.edu,15@purdue.edu,4/22/16 0:55
835,0@purdue.edu,190@purdue.edu,4/22/16 14:20
836,0@purdue.edu,190@purdue.edu,4/22/16 14:21
837,0@purdue.edu,186@purdue.edu,4/23/16 16:30
838,186@purdue.edu,148@purdue.edu,4/23/16 17:30
839,0@purdue.edu,104@purdue.edu,4/24/16 14:00
840,104@purdue.edu,3@purdue.edu,4/24/16 14:14
841,0@purdue.edu,68@purdue.edu,4/24/16 17:55
842,0@purdue.edu,92@purdue.edu,4/24/16 21:41
843,0@purdue.edu,92@purdue.edu,4/24/16 21:58
844,68@purdue.edu,62@purdue.edu,4/24/16 22:06
845,92@purdue.edu,54@purdue.edu,4/24/16 22:35
846,68@purdue.edu,130@purdue.edu,4/24/16 23:17
847,186@purdue.edu,24@purdue.edu,4/24/16 23:33
848,92@purdue.edu,131@purdue.edu,4/24/16 23:41
849,130@purdue.edu,16@purdue.edu,4/24/16 23:51
850,16@purdue.edu,130@purdue.edu,4/25/16 0:16
851,104@purdue.edu,128@purdue.edu,4/25/16 10:18
852,68@purdue.edu,128@purdue.edu,4/25/16 10:18
853,92@purdue.edu,175@purdue.edu,4/25/16 14:01
854,0@purdue.edu,186@purdue.edu,4/23/16 16:28
855,186@purdue.edu,141@purdue.edu,4/23/16 16:31
856,0@purdue.edu,186@purdue.edu,4/23/16 16:38
857,186@purdue.edu,118@purdue.edu,4/23/16 16:58
858,141@purdue.edu,148@purdue.edu,4/23/16 18:59
859,0@purdue.edu,196@purdue.edu,4/24/16 11:33
860,0@purdue.edu,104@purdue.edu,4/24/16 13:59
861,148@purdue.edu,27@purdue.edu,4/24/16 14:25
862,118@purdue.edu,27@purdue.edu,4/24/16 14:26
863,0@purdue.edu,27@purdue.edu,4/24/16 14:27
864,186@purdue.edu,66@purdue.edu,4/24/16 19:36
865,148@purdue.edu,54@purdue.edu,4/24/16 22:38
866,104@purdue.edu,131@purdue.edu,4/24/16 23:15
867,27@purdue.edu,17@purdue.edu,4/24/16 23:29
868,27@purdue.edu,130@purdue.edu,4/24/16 23:47
869,0@purdue.edu,94@purdue.edu,4/25/16 0:15
870,94@purdue.edu,79@purdue.edu,4/25/16 0:40
871,0@purdue.edu,85@purdue.edu,4/25/16 10:30
872,85@purdue.edu,175@purdue.edu,4/25/16 14:03
873,0@purdue.edu,131@purdue.edu,4/25/16 12:31
874,0@purdue.edu,197@purdue.edu,4/25/16 15:01
875,0@purdue.edu,84@purdue.edu,4/25/16 16:52
876,84@purdue.edu,198@purdue.edu,4/25/16 17:31
877,131@purdue.edu,186@purdue.edu,4/25/16 19:14
878,84@purdue.edu,156@purdue.edu,4/26/16 10:08
879,0@purdue.edu,24@purdue.edu,4/26/16 13:45
880,0@purdue.edu,9@purdue.edu,4/26/16 14:02
881,0@purdue.edu,102@purdue.edu,4/26/16 14:24
882,102@purdue.edu,130@purdue.edu,4/26/16 18:56
883,0@purdue.edu,109@purdue.edu,4/26/16 19:25
884,0@purdue.edu,70@purdue.edu,4/26/16 21:32
885,70@purdue.edu,165@purdue.edu,4/26/16 23:11
886,0@purdue.edu,79@purdue.edu,4/27/16 0:07
887,156@purdue.edu,165@purdue.edu,4/27/16 0:32
888,109@purdue.edu,199@purdue.edu,4/27/16 2:22
889,70@purdue.edu,199@purdue.edu,4/27/16 2:23
890,186@purdue.edu,199@purdue.edu,4/27/16 2:24
891,79@purdue.edu,55@purdue.edu,4/27/16 6:38
892,109@purdue.edu,147@purdue.edu,4/27/16 7:34
893,199@purdue.edu,19@purdue.edu,4/27/16 9:54
894,0@purdue.edu,140@purdue.edu,4/27/16 10:35
895,0@purdue.edu,20@purdue.edu,4/27/16 11:10
896,19@purdue.edu,124@purdue.edu,4/29/16 22:18
897,0@purdue.edu,131@purdue.edu,4/25/16 12:34
898,0@purdue.edu,130@purdue.edu,4/25/16 15:30
899,0@purdue.edu,35@purdue.edu,4/25/16 15:43
900,130@purdue.edu,131@purdue.edu,4/25/16 16:35
901,35@purdue.edu,141@purdue.edu,4/25/16 18:50
902,131@purdue.edu,186@purdue.edu,4/25/16 19:10
903,131@purdue.edu,156@purdue.edu,4/26/16 10:10
904,0@purdue.edu,3@purdue.edu,4/26/16 11:51
905,35@purdue.edu,85@purdue.edu,4/26/16 13:31
906,3@purdue.edu,85@purdue.edu,4/26/16 13:32
907,0@purdue.edu,102@purdue.edu,4/26/16 14:54
908,0@purdue.edu,183@purdue.edu,4/26/16 21:29
909,0@purdue.edu,91@purdue.edu,4/26/16 21:30
910,91@purdue.edu,199@purdue.edu,4/27/16 2:27
911,102@purdue.edu,199@purdue.edu,4/27/16 2:28
912,0@purdue.edu,55@purdue.edu,4/27/16 6:36
913,35@purdue.edu,19@purdue.edu,4/27/16 10:40
914,0@purdue.edu,20@purdue.edu,4/27/16 11:11
915,131@purdue.edu,81@purdue.edu,4/29/16 13:50
916,0@purdue.edu,186@purdue.edu,4/27/16 13:07
917,186@purdue.edu,170@purdue.edu,4/27/16 13:33
918,0@purdue.edu,66@purdue.edu,4/27/16 17:25
919,66@purdue.edu,77@purdue.edu,4/28/16 11:41
920,77@purdue.edu,77@purdue.edu,4/28/16 11:42
921,0@purdue.edu,122@purdue.edu,4/28/16 12:29
922,122@purdue.edu,122@purdue.edu,4/28/16 12:41
923,186@purdue.edu,200@purdue.edu,4/28/16 16:39
924,122@purdue.edu,200@purdue.edu,4/28/16 16:40
925,200@purdue.edu,28@purdue.edu,4/28/16 19:31
926,77@purdue.edu,62@purdue.edu,4/28/16 21:46
927,77@purdue.edu,62@purdue.edu,4/28/16 22:16
928,28@purdue.edu,7@purdue.edu,4/28/16 23:17
929,200@purdue.edu,6@purdue.edu,4/28/16 23:52
930,0@purdue.edu,165@purdue.edu,4/29/16 2:55
931,0@purdue.edu,174@purdue.edu,4/29/16 5:08
