,source,target,time
466,0@purdue.edu,84@purdue.edu,2/6/15 15:36
467,0@purdue.edu,111@purdue.edu,2/6/15 17:53
468,0@purdue.edu,127@purdue.edu,2/6/15 20:41
469,111@purdue.edu,107@purdue.edu,2/6/15 21:33
470,127@purdue.edu,80@purdue.edu,2/6/15 21:48
471,107@purdue.edu,80@purdue.edu,2/6/15 22:04
472,80@purdue.edu,127@purdue.edu,2/7/15 10:38
473,0@purdue.edu,94@purdue.edu,2/7/15 10:44
474,80@purdue.edu,94@purdue.edu,2/7/15 10:46
475,0@purdue.edu,148@purdue.edu,2/7/15 12:30
476,84@purdue.edu,160@purdue.edu,2/7/15 13:22
477,148@purdue.edu,77@purdue.edu,2/7/15 13:26
478,80@purdue.edu,64@purdue.edu,2/7/15 14:27
479,94@purdue.edu,30@purdue.edu,2/7/15 14:55
480,111@purdue.edu,70@purdue.edu,2/7/15 15:07
481,148@purdue.edu,69@purdue.edu,2/7/15 17:10
482,0@purdue.edu,52@purdue.edu,2/7/15 22:13
483,69@purdue.edu,26@purdue.edu,2/7/15 22:48
484,69@purdue.edu,52@purdue.edu,2/7/15 22:50
485,0@purdue.edu,45@purdue.edu,2/8/15 10:26
486,111@purdue.edu,68@purdue.edu,2/8/15 10:53
487,0@purdue.edu,63@purdue.edu,2/8/15 17:03
488,45@purdue.edu,161@purdue.edu,2/8/15 22:31
489,0@purdue.edu,40@purdue.edu,2/9/15 13:13
490,0@purdue.edu,86@purdue.edu,2/9/15 13:22
491,86@purdue.edu,80@purdue.edu,2/9/15 14:06
492,86@purdue.edu,18@purdue.edu,2/9/15 14:32
493,0@purdue.edu,77@purdue.edu,2/9/15 14:45
494,86@purdue.edu,95@purdue.edu,2/9/15 15:16
495,0@purdue.edu,162@purdue.edu,2/9/15 15:42
496,77@purdue.edu,64@purdue.edu,2/9/15 16:02
497,0@purdue.edu,121@purdue.edu,2/9/15 18:21
498,121@purdue.edu,48@purdue.edu,2/9/15 20:45
499,0@purdue.edu,141@purdue.edu,2/9/15 21:16
500,141@purdue.edu,148@purdue.edu,2/9/15 22:05
501,95@purdue.edu,86@purdue.edu,2/9/15 22:32
502,95@purdue.edu,73@purdue.edu,2/9/15 23:42
503,48@purdue.edu,121@purdue.edu,2/10/15 12:20
504,0@purdue.edu,163@purdue.edu,2/10/15 13:17
505,0@purdue.edu,79@purdue.edu,2/10/15 15:38
506,0@purdue.edu,139@purdue.edu,2/10/15 15:46
507,0@purdue.edu,61@purdue.edu,2/10/15 17:08
508,79@purdue.edu,61@purdue.edu,2/10/15 17:09
509,61@purdue.edu,26@purdue.edu,2/10/15 17:28
510,26@purdue.edu,61@purdue.edu,2/10/15 17:59
511,95@purdue.edu,5@purdue.edu,2/10/15 20:03
512,0@purdue.edu,134@purdue.edu,2/11/15 0:03
513,0@purdue.edu,40@purdue.edu,2/9/15 15:55
514,0@purdue.edu,95@purdue.edu,2/9/15 16:07
515,40@purdue.edu,80@purdue.edu,2/9/15 16:12
516,0@purdue.edu,95@purdue.edu,2/9/15 16:36
517,0@purdue.edu,115@purdue.edu,2/9/15 17:08
518,40@purdue.edu,76@purdue.edu,2/9/15 17:08
519,115@purdue.edu,95@purdue.edu,2/9/15 17:09
520,0@purdue.edu,164@purdue.edu,2/9/15 17:19
521,0@purdue.edu,68@purdue.edu,2/9/15 17:48
522,164@purdue.edu,165@purdue.edu,2/9/15 20:02
523,165@purdue.edu,165@purdue.edu,2/9/15 20:07
524,76@purdue.edu,40@purdue.edu,2/9/15 20:49
525,0@purdue.edu,47@purdue.edu,2/9/15 21:04
526,165@purdue.edu,45@purdue.edu,2/10/15 0:19
527,68@purdue.edu,84@purdue.edu,2/10/15 13:01
528,47@purdue.edu,77@purdue.edu,2/10/15 15:43
529,84@purdue.edu,145@purdue.edu,2/10/15 17:01
530,77@purdue.edu,166@purdue.edu,2/10/15 17:14
531,84@purdue.edu,68@purdue.edu,2/10/15 18:01
532,45@purdue.edu,46@purdue.edu,2/10/15 19:18
533,95@purdue.edu,140@purdue.edu,2/10/15 20:23
534,77@purdue.edu,63@purdue.edu,2/11/15 0:46
535,166@purdue.edu,63@purdue.edu,2/11/15 0:46
536,0@purdue.edu,111@purdue.edu,2/11/15 12:05
537,111@purdue.edu,47@purdue.edu,2/11/15 13:16
538,0@purdue.edu,47@purdue.edu,2/11/15 13:33
539,47@purdue.edu,31@purdue.edu,2/11/15 13:38
540,47@purdue.edu,31@purdue.edu,2/11/15 13:43
541,31@purdue.edu,47@purdue.edu,2/11/15 13:48
542,0@purdue.edu,95@purdue.edu,2/11/15 14:04
543,95@purdue.edu,95@purdue.edu,2/11/15 14:05
544,0@purdue.edu,40@purdue.edu,2/11/15 15:13
545,95@purdue.edu,95@purdue.edu,2/11/15 15:16
546,95@purdue.edu,151@purdue.edu,2/11/15 15:32
547,95@purdue.edu,150@purdue.edu,2/11/15 15:51
548,150@purdue.edu,150@purdue.edu,2/11/15 15:51
549,151@purdue.edu,4@purdue.edu,2/11/15 16:13
550,95@purdue.edu,148@purdue.edu,2/11/15 16:36
551,0@purdue.edu,165@purdue.edu,2/11/15 20:02
552,165@purdue.edu,165@purdue.edu,2/11/15 20:04
553,0@purdue.edu,167@purdue.edu,2/12/15 14:31
554,167@purdue.edu,160@purdue.edu,2/12/15 21:13
555,95@purdue.edu,26@purdue.edu,2/12/15 21:32
556,0@purdue.edu,29@purdue.edu,2/13/15 8:40
557,29@purdue.edu,29@purdue.edu,2/13/15 8:47
558,29@purdue.edu,76@purdue.edu,2/13/15 11:02
559,0@purdue.edu,111@purdue.edu,2/11/15 12:04
560,0@purdue.edu,31@purdue.edu,2/11/15 13:47
561,111@purdue.edu,30@purdue.edu,2/11/15 13:48
562,31@purdue.edu,68@purdue.edu,2/11/15 14:00
563,31@purdue.edu,153@purdue.edu,2/11/15 15:42
564,31@purdue.edu,148@purdue.edu,2/11/15 17:14
565,31@purdue.edu,165@purdue.edu,2/11/15 20:14
566,111@purdue.edu,165@purdue.edu,2/11/15 20:16
567,31@purdue.edu,163@purdue.edu,2/12/15 15:50
568,163@purdue.edu,163@purdue.edu,2/12/15 16:01
569,31@purdue.edu,26@purdue.edu,2/12/15 21:43
570,26@purdue.edu,37@purdue.edu,2/12/15 22:39
571,37@purdue.edu,29@purdue.edu,2/13/15 8:57
572,37@purdue.edu,99@purdue.edu,2/13/15 10:17
573,0@purdue.edu,61@purdue.edu,2/13/15 15:57
574,0@purdue.edu,168@purdue.edu,2/13/15 16:14
575,168@purdue.edu,168@purdue.edu,2/13/15 16:15
576,0@purdue.edu,67@purdue.edu,2/13/15 16:37
577,67@purdue.edu,67@purdue.edu,2/13/15 17:19
578,168@purdue.edu,169@purdue.edu,2/13/15 19:42
579,168@purdue.edu,5@purdue.edu,2/13/15 20:42
580,0@purdue.edu,10@purdue.edu,2/14/15 1:38
581,10@purdue.edu,10@purdue.edu,2/14/15 1:38
582,168@purdue.edu,153@purdue.edu,2/14/15 15:09
583,10@purdue.edu,8@purdue.edu,2/14/15 22:48
584,0@purdue.edu,20@purdue.edu,2/15/15 14:25
585,20@purdue.edu,56@purdue.edu,2/15/15 14:41
586,0@purdue.edu,56@purdue.edu,2/15/15 14:44
587,56@purdue.edu,56@purdue.edu,2/15/15 14:45
588,56@purdue.edu,56@purdue.edu,2/15/15 14:54
589,153@purdue.edu,151@purdue.edu,2/15/15 15:09
590,168@purdue.edu,148@purdue.edu,2/15/15 15:56
591,61@purdue.edu,166@purdue.edu,2/15/15 16:41
592,56@purdue.edu,63@purdue.edu,2/15/15 16:46
593,8@purdue.edu,10@purdue.edu,2/15/15 17:24
594,5@purdue.edu,63@purdue.edu,2/15/15 17:56
595,0@purdue.edu,78@purdue.edu,2/15/15 19:07
596,153@purdue.edu,153@purdue.edu,2/15/15 19:28
597,148@purdue.edu,10@purdue.edu,2/15/15 19:41
598,56@purdue.edu,20@purdue.edu,2/15/15 20:19
599,78@purdue.edu,17@purdue.edu,2/15/15 23:24
600,0@purdue.edu,170@purdue.edu,2/15/15 23:26
601,20@purdue.edu,170@purdue.edu,2/15/15 23:30
602,168@purdue.edu,129@purdue.edu,2/16/15 0:28
603,0@purdue.edu,61@purdue.edu,2/13/15 15:58
604,61@purdue.edu,168@purdue.edu,2/13/15 16:29
605,61@purdue.edu,115@purdue.edu,2/13/15 17:33
606,0@purdue.edu,5@purdue.edu,2/13/15 21:00
607,0@purdue.edu,10@purdue.edu,2/14/15 2:10
608,0@purdue.edu,39@purdue.edu,2/14/15 22:27
609,0@purdue.edu,150@purdue.edu,2/14/15 23:54
610,39@purdue.edu,39@purdue.edu,2/15/15 1:01
611,150@purdue.edu,39@purdue.edu,2/15/15 1:02
612,10@purdue.edu,141@purdue.edu,2/15/15 14:13
613,61@purdue.edu,148@purdue.edu,2/15/15 16:43
614,141@purdue.edu,10@purdue.edu,2/15/15 17:24
615,61@purdue.edu,63@purdue.edu,2/15/15 18:51
616,63@purdue.edu,10@purdue.edu,2/15/15 19:40
617,0@purdue.edu,171@purdue.edu,2/15/15 21:54
618,61@purdue.edu,172@purdue.edu,2/15/15 22:24
619,0@purdue.edu,76@purdue.edu,2/16/15 12:08
620,0@purdue.edu,173@purdue.edu,2/16/15 12:12
621,0@purdue.edu,40@purdue.edu,2/16/15 12:33
622,0@purdue.edu,173@purdue.edu,2/16/15 12:40
623,0@purdue.edu,76@purdue.edu,2/16/15 12:41
624,173@purdue.edu,18@purdue.edu,2/16/15 13:17
625,173@purdue.edu,133@purdue.edu,2/16/15 13:42
626,173@purdue.edu,172@purdue.edu,2/16/15 13:46
627,133@purdue.edu,4@purdue.edu,2/16/15 14:29
628,76@purdue.edu,133@purdue.edu,2/16/15 14:30
629,133@purdue.edu,4@purdue.edu,2/16/15 14:34
630,4@purdue.edu,98@purdue.edu,2/16/15 14:46
631,4@purdue.edu,130@purdue.edu,2/16/15 15:04
632,4@purdue.edu,93@purdue.edu,2/16/15 15:15
633,173@purdue.edu,68@purdue.edu,2/16/15 15:22
634,40@purdue.edu,174@purdue.edu,2/16/15 15:45
635,133@purdue.edu,141@purdue.edu,2/16/15 16:03
636,133@purdue.edu,50@purdue.edu,2/16/15 16:14
637,173@purdue.edu,76@purdue.edu,2/16/15 16:32
638,76@purdue.edu,50@purdue.edu,2/16/15 16:33
639,4@purdue.edu,50@purdue.edu,2/16/15 16:43
640,0@purdue.edu,108@purdue.edu,2/16/15 17:21
641,76@purdue.edu,164@purdue.edu,2/16/15 17:26
642,40@purdue.edu,131@purdue.edu,2/16/15 18:40
643,0@purdue.edu,165@purdue.edu,2/16/15 21:24
644,4@purdue.edu,23@purdue.edu,2/17/15 0:02
645,108@purdue.edu,23@purdue.edu,2/17/15 0:08
646,0@purdue.edu,51@purdue.edu,2/17/15 9:15
647,76@purdue.edu,83@purdue.edu,2/17/15 11:19
648,0@purdue.edu,175@purdue.edu,2/17/15 15:33
649,133@purdue.edu,77@purdue.edu,2/17/15 16:21
650,0@purdue.edu,176@purdue.edu,2/17/15 16:59
651,40@purdue.edu,134@purdue.edu,2/17/15 17:14
652,176@purdue.edu,134@purdue.edu,2/17/15 17:17
653,176@purdue.edu,134@purdue.edu,2/17/15 17:32
654,4@purdue.edu,163@purdue.edu,2/17/15 18:27
655,133@purdue.edu,155@purdue.edu,2/17/15 18:29
656,0@purdue.edu,139@purdue.edu,2/17/15 18:52
657,139@purdue.edu,78@purdue.edu,2/17/15 20:25
658,139@purdue.edu,83@purdue.edu,2/17/15 20:53
659,40@purdue.edu,75@purdue.edu,2/17/15 21:18
660,175@purdue.edu,75@purdue.edu,2/17/15 21:19
661,133@purdue.edu,10@purdue.edu,2/17/15 22:27
662,0@purdue.edu,56@purdue.edu,2/17/15 22:35
663,56@purdue.edu,56@purdue.edu,2/17/15 22:46
664,0@purdue.edu,40@purdue.edu,2/16/15 12:34
665,40@purdue.edu,177@purdue.edu,2/16/15 13:07
666,0@purdue.edu,133@purdue.edu,2/16/15 14:56
667,133@purdue.edu,98@purdue.edu,2/16/15 15:14
668,177@purdue.edu,141@purdue.edu,2/16/15 15:15
669,177@purdue.edu,130@purdue.edu,2/16/15 15:17
670,98@purdue.edu,61@purdue.edu,2/16/15 15:28
671,177@purdue.edu,130@purdue.edu,2/16/15 15:28
672,40@purdue.edu,93@purdue.edu,2/16/15 15:32
673,40@purdue.edu,64@purdue.edu,2/16/15 15:37
674,0@purdue.edu,178@purdue.edu,2/16/15 16:17
675,178@purdue.edu,178@purdue.edu,2/16/15 16:18
676,98@purdue.edu,133@purdue.edu,2/16/15 16:19
677,0@purdue.edu,76@purdue.edu,2/16/15 16:38
678,0@purdue.edu,68@purdue.edu,2/16/15 17:37
679,98@purdue.edu,68@purdue.edu,2/16/15 21:29
680,0@purdue.edu,165@purdue.edu,2/16/15 21:39
681,98@purdue.edu,50@purdue.edu,2/16/15 23:26
682,68@purdue.edu,140@purdue.edu,2/16/15 23:54
683,0@purdue.edu,51@purdue.edu,2/17/15 9:12
684,130@purdue.edu,5@purdue.edu,2/17/15 17:18
685,98@purdue.edu,163@purdue.edu,2/17/15 18:46
686,40@purdue.edu,83@purdue.edu,2/17/15 21:52
687,163@purdue.edu,10@purdue.edu,2/17/15 22:28
688,68@purdue.edu,44@purdue.edu,2/18/15 12:44
689,0@purdue.edu,54@purdue.edu,2/20/15 12:08
690,0@purdue.edu,179@purdue.edu,2/20/15 12:15
691,0@purdue.edu,33@purdue.edu,2/20/15 13:28
692,0@purdue.edu,83@purdue.edu,2/20/15 13:52
693,179@purdue.edu,83@purdue.edu,2/20/15 14:23
694,0@purdue.edu,33@purdue.edu,2/20/15 14:27
695,54@purdue.edu,180@purdue.edu,2/20/15 14:41
696,54@purdue.edu,180@purdue.edu,2/20/15 14:50
697,180@purdue.edu,33@purdue.edu,2/20/15 15:35
698,0@purdue.edu,51@purdue.edu,2/21/15 11:45
699,54@purdue.edu,40@purdue.edu,2/21/15 13:11
700,0@purdue.edu,40@purdue.edu,2/21/15 13:13
701,54@purdue.edu,176@purdue.edu,2/21/15 16:12
702,176@purdue.edu,151@purdue.edu,2/21/15 16:23
703,176@purdue.edu,151@purdue.edu,2/21/15 16:50
704,0@purdue.edu,80@purdue.edu,2/21/15 18:52
705,0@purdue.edu,181@purdue.edu,2/21/15 19:41
706,40@purdue.edu,80@purdue.edu,2/21/15 22:29
707,83@purdue.edu,80@purdue.edu,2/21/15 22:32
708,0@purdue.edu,182@purdue.edu,2/22/15 14:59
709,0@purdue.edu,182@purdue.edu,2/22/15 15:10
710,0@purdue.edu,34@purdue.edu,2/22/15 16:40
711,34@purdue.edu,34@purdue.edu,2/22/15 17:01
712,179@purdue.edu,32@purdue.edu,2/22/15 18:49
713,51@purdue.edu,183@purdue.edu,2/22/15 19:20
714,182@purdue.edu,50@purdue.edu,2/22/15 23:39
715,33@purdue.edu,50@purdue.edu,2/22/15 23:42
716,34@purdue.edu,82@purdue.edu,2/23/15 1:33
717,0@purdue.edu,184@purdue.edu,2/21/15 11:03
718,0@purdue.edu,51@purdue.edu,2/21/15 13:05
719,0@purdue.edu,40@purdue.edu,2/21/15 13:30
720,0@purdue.edu,47@purdue.edu,2/21/15 13:49
721,184@purdue.edu,77@purdue.edu,2/21/15 13:59
722,0@purdue.edu,185@purdue.edu,2/21/15 14:27
723,0@purdue.edu,168@purdue.edu,2/21/15 17:35
724,184@purdue.edu,95@purdue.edu,2/21/15 19:30
725,0@purdue.edu,171@purdue.edu,2/21/15 20:03
726,0@purdue.edu,181@purdue.edu,2/21/15 20:27
727,181@purdue.edu,181@purdue.edu,2/21/15 20:51
728,0@purdue.edu,165@purdue.edu,2/22/15 1:20
729,95@purdue.edu,45@purdue.edu,2/22/15 13:21
730,165@purdue.edu,179@purdue.edu,2/22/15 15:15
731,51@purdue.edu,179@purdue.edu,2/22/15 15:19
732,0@purdue.edu,186@purdue.edu,2/22/15 16:34
733,0@purdue.edu,34@purdue.edu,2/22/15 17:30
734,0@purdue.edu,40@purdue.edu,2/23/15 13:10
735,40@purdue.edu,31@purdue.edu,2/23/15 13:24
736,31@purdue.edu,31@purdue.edu,2/23/15 13:24
737,40@purdue.edu,18@purdue.edu,2/23/15 14:31
738,40@purdue.edu,174@purdue.edu,2/23/15 14:39
739,40@purdue.edu,31@purdue.edu,2/23/15 15:35
740,40@purdue.edu,122@purdue.edu,2/23/15 17:46
741,31@purdue.edu,122@purdue.edu,2/23/15 17:48
742,122@purdue.edu,19@purdue.edu,2/23/15 17:53
743,0@purdue.edu,38@purdue.edu,2/23/15 19:16
744,38@purdue.edu,47@purdue.edu,2/23/15 19:56
745,47@purdue.edu,38@purdue.edu,2/23/15 20:02
746,47@purdue.edu,47@purdue.edu,2/23/15 20:12
747,47@purdue.edu,38@purdue.edu,2/23/15 20:12
748,40@purdue.edu,148@purdue.edu,2/23/15 20:56
749,0@purdue.edu,85@purdue.edu,2/23/15 23:30
750,85@purdue.edu,85@purdue.edu,2/24/15 0:06
751,40@purdue.edu,163@purdue.edu,2/24/15 0:27
752,38@purdue.edu,187@purdue.edu,2/24/15 15:30
753,187@purdue.edu,187@purdue.edu,2/24/15 15:39
754,18@purdue.edu,48@purdue.edu,2/24/15 20:12
755,0@purdue.edu,109@purdue.edu,2/24/15 21:47
756,0@purdue.edu,109@purdue.edu,2/24/15 21:51
757,109@purdue.edu,50@purdue.edu,2/25/15 1:08
758,0@purdue.edu,18@purdue.edu,2/23/15 14:43
759,0@purdue.edu,83@purdue.edu,2/23/15 15:10
760,18@purdue.edu,174@purdue.edu,2/23/15 15:10
761,83@purdue.edu,83@purdue.edu,2/23/15 15:10
762,0@purdue.edu,80@purdue.edu,2/23/15 15:52
763,0@purdue.edu,68@purdue.edu,2/23/15 15:58
764,68@purdue.edu,101@purdue.edu,2/23/15 16:13
765,0@purdue.edu,93@purdue.edu,2/23/15 16:17
766,93@purdue.edu,68@purdue.edu,2/23/15 16:22
767,0@purdue.edu,68@purdue.edu,2/23/15 16:25
768,0@purdue.edu,51@purdue.edu,2/23/15 16:45
769,68@purdue.edu,4@purdue.edu,2/23/15 17:02
770,4@purdue.edu,4@purdue.edu,2/23/15 17:03
771,0@purdue.edu,188@purdue.edu,2/23/15 18:51
772,0@purdue.edu,189@purdue.edu,2/23/15 20:50
773,0@purdue.edu,92@purdue.edu,2/23/15 21:01
774,93@purdue.edu,95@purdue.edu,2/23/15 21:31
775,189@purdue.edu,77@purdue.edu,2/23/15 21:36
776,0@purdue.edu,95@purdue.edu,2/23/15 22:22
777,0@purdue.edu,95@purdue.edu,2/23/15 22:24
778,95@purdue.edu,95@purdue.edu,2/23/15 22:47
779,189@purdue.edu,5@purdue.edu,2/23/15 22:48
780,95@purdue.edu,85@purdue.edu,2/23/15 23:56
781,85@purdue.edu,85@purdue.edu,2/23/15 23:57
782,95@purdue.edu,95@purdue.edu,2/24/15 0:05
783,188@purdue.edu,95@purdue.edu,2/24/15 0:27
784,95@purdue.edu,163@purdue.edu,2/24/15 0:46
785,95@purdue.edu,7@purdue.edu,2/24/15 13:13
786,93@purdue.edu,135@purdue.edu,2/24/15 15:51
787,7@purdue.edu,187@purdue.edu,2/24/15 16:21
788,95@purdue.edu,43@purdue.edu,2/24/15 18:19
789,7@purdue.edu,163@purdue.edu,2/24/15 22:01
790,68@purdue.edu,190@purdue.edu,2/24/15 22:41
791,5@purdue.edu,190@purdue.edu,2/24/15 23:11
792,93@purdue.edu,20@purdue.edu,2/24/15 23:32
793,0@purdue.edu,109@purdue.edu,2/25/15 13:55
794,109@purdue.edu,95@purdue.edu,2/25/15 14:53
795,0@purdue.edu,95@purdue.edu,2/25/15 14:53
796,95@purdue.edu,104@purdue.edu,2/25/15 15:52
797,95@purdue.edu,93@purdue.edu,2/25/15 16:05
798,0@purdue.edu,34@purdue.edu,2/25/15 16:24
799,95@purdue.edu,83@purdue.edu,2/25/15 16:50
800,0@purdue.edu,71@purdue.edu,2/25/15 17:23
801,95@purdue.edu,67@purdue.edu,2/25/15 17:32
802,104@purdue.edu,133@purdue.edu,2/25/15 17:32
803,71@purdue.edu,4@purdue.edu,2/25/15 17:42
804,0@purdue.edu,180@purdue.edu,2/25/15 21:22
805,0@purdue.edu,36@purdue.edu,2/25/15 21:36
806,36@purdue.edu,36@purdue.edu,2/25/15 21:41
807,0@purdue.edu,36@purdue.edu,2/25/15 22:09
808,95@purdue.edu,12@purdue.edu,2/25/15 23:08
809,95@purdue.edu,151@purdue.edu,2/26/15 12:47
810,95@purdue.edu,25@purdue.edu,2/26/15 15:11
811,0@purdue.edu,54@purdue.edu,2/26/15 16:47
812,0@purdue.edu,7@purdue.edu,2/26/15 17:05
813,7@purdue.edu,165@purdue.edu,2/26/15 17:54
814,95@purdue.edu,191@purdue.edu,2/26/15 18:05
815,104@purdue.edu,5@purdue.edu,2/26/15 20:14
816,0@purdue.edu,163@purdue.edu,2/26/15 20:30
817,163@purdue.edu,82@purdue.edu,2/26/15 20:39
818,82@purdue.edu,163@purdue.edu,2/26/15 21:10
819,0@purdue.edu,192@purdue.edu,2/26/15 21:29
820,192@purdue.edu,63@purdue.edu,2/26/15 22:15
821,34@purdue.edu,11@purdue.edu,2/27/15 2:38
822,0@purdue.edu,51@purdue.edu,2/25/15 16:01
823,0@purdue.edu,93@purdue.edu,2/25/15 16:07
824,0@purdue.edu,187@purdue.edu,2/25/15 18:27
825,0@purdue.edu,34@purdue.edu,2/25/15 19:04
826,187@purdue.edu,122@purdue.edu,2/25/15 19:33
827,122@purdue.edu,48@purdue.edu,2/25/15 20:11
828,0@purdue.edu,193@purdue.edu,2/25/15 20:26
829,193@purdue.edu,95@purdue.edu,2/25/15 21:08
830,0@purdue.edu,95@purdue.edu,2/25/15 21:13
831,95@purdue.edu,95@purdue.edu,2/25/15 21:54
832,0@purdue.edu,180@purdue.edu,2/25/15 22:01
833,0@purdue.edu,194@purdue.edu,2/25/15 22:13
834,95@purdue.edu,4@purdue.edu,2/25/15 22:14
835,194@purdue.edu,114@purdue.edu,2/25/15 22:14
836,95@purdue.edu,194@purdue.edu,2/25/15 22:40
837,0@purdue.edu,50@purdue.edu,2/26/15 1:28
838,0@purdue.edu,14@purdue.edu,2/26/15 9:28
839,4@purdue.edu,34@purdue.edu,2/26/15 13:20
840,95@purdue.edu,31@purdue.edu,2/26/15 15:11
841,95@purdue.edu,160@purdue.edu,2/26/15 15:14
842,95@purdue.edu,93@purdue.edu,2/26/15 15:56
843,0@purdue.edu,130@purdue.edu,2/26/15 17:26
844,130@purdue.edu,130@purdue.edu,2/26/15 17:30
845,95@purdue.edu,54@purdue.edu,2/26/15 17:52
846,54@purdue.edu,4@purdue.edu,2/26/15 17:58
847,14@purdue.edu,176@purdue.edu,2/26/15 21:05
848,31@purdue.edu,82@purdue.edu,2/26/15 22:07
849,130@purdue.edu,50@purdue.edu,2/27/15 0:03
850,95@purdue.edu,90@purdue.edu,2/27/15 2:23
851,0@purdue.edu,40@purdue.edu,2/27/15 12:58
852,40@purdue.edu,177@purdue.edu,2/27/15 14:34
853,40@purdue.edu,4@purdue.edu,2/27/15 14:42
854,4@purdue.edu,61@purdue.edu,2/27/15 15:18
855,40@purdue.edu,23@purdue.edu,2/27/15 19:36
856,61@purdue.edu,137@purdue.edu,2/28/15 3:53
857,0@purdue.edu,137@purdue.edu,2/28/15 4:28
858,0@purdue.edu,195@purdue.edu,2/28/15 11:16
859,195@purdue.edu,195@purdue.edu,2/28/15 11:19
860,195@purdue.edu,187@purdue.edu,2/28/15 11:42
861,61@purdue.edu,163@purdue.edu,2/28/15 11:45
862,61@purdue.edu,153@purdue.edu,2/28/15 17:28
863,187@purdue.edu,77@purdue.edu,2/28/15 18:02
864,77@purdue.edu,77@purdue.edu,2/28/15 18:08
865,61@purdue.edu,77@purdue.edu,2/28/15 18:09
866,0@purdue.edu,72@purdue.edu,2/28/15 18:50
867,72@purdue.edu,72@purdue.edu,2/28/15 19:05
868,0@purdue.edu,109@purdue.edu,2/28/15 23:01
869,109@purdue.edu,141@purdue.edu,3/1/15 9:53
870,0@purdue.edu,101@purdue.edu,3/1/15 13:27
871,72@purdue.edu,94@purdue.edu,3/1/15 15:12
872,195@purdue.edu,95@purdue.edu,3/1/15 15:34
873,95@purdue.edu,71@purdue.edu,3/1/15 16:24
874,101@purdue.edu,165@purdue.edu,3/1/15 19:39
875,195@purdue.edu,46@purdue.edu,3/1/15 20:10
876,94@purdue.edu,72@purdue.edu,3/1/15 22:11
877,0@purdue.edu,66@purdue.edu,3/1/15 23:00
878,0@purdue.edu,40@purdue.edu,2/27/15 13:33
879,40@purdue.edu,64@purdue.edu,2/27/15 14:28
880,40@purdue.edu,23@purdue.edu,2/27/15 19:48
881,40@purdue.edu,70@purdue.edu,2/27/15 20:14
882,0@purdue.edu,177@purdue.edu,2/27/15 21:56
883,0@purdue.edu,195@purdue.edu,2/28/15 11:54
884,0@purdue.edu,196@purdue.edu,2/28/15 17:07
885,0@purdue.edu,72@purdue.edu,2/28/15 18:44
886,196@purdue.edu,4@purdue.edu,3/1/15 12:17
887,0@purdue.edu,48@purdue.edu,3/1/15 12:51
888,72@purdue.edu,95@purdue.edu,3/1/15 16:11
889,40@purdue.edu,44@purdue.edu,3/1/15 16:47
890,48@purdue.edu,122@purdue.edu,3/1/15 17:12
891,40@purdue.edu,197@purdue.edu,3/1/15 19:10
892,44@purdue.edu,198@purdue.edu,3/1/15 23:05
893,40@purdue.edu,199@purdue.edu,3/1/15 23:37
894,44@purdue.edu,63@purdue.edu,3/1/15 23:59
895,0@purdue.edu,78@purdue.edu,3/2/15 12:17
896,78@purdue.edu,81@purdue.edu,3/2/15 12:24
897,0@purdue.edu,181@purdue.edu,3/2/15 12:33
898,81@purdue.edu,78@purdue.edu,3/2/15 12:34
899,0@purdue.edu,61@purdue.edu,3/2/15 12:49
900,61@purdue.edu,78@purdue.edu,3/2/15 12:52
901,181@purdue.edu,200@purdue.edu,3/2/15 13:33
902,0@purdue.edu,95@purdue.edu,3/2/15 13:56
903,95@purdue.edu,64@purdue.edu,3/2/15 14:26
904,181@purdue.edu,133@purdue.edu,3/2/15 14:38
905,0@purdue.edu,93@purdue.edu,3/2/15 15:24
906,133@purdue.edu,80@purdue.edu,3/2/15 15:31
907,64@purdue.edu,50@purdue.edu,3/2/15 15:41
908,0@purdue.edu,201@purdue.edu,3/2/15 15:41
909,133@purdue.edu,122@purdue.edu,3/2/15 15:42
910,133@purdue.edu,115@purdue.edu,3/2/15 15:48
911,93@purdue.edu,4@purdue.edu,3/2/15 15:49
912,201@purdue.edu,4@purdue.edu,3/2/15 15:50
913,0@purdue.edu,93@purdue.edu,3/2/15 15:54
914,201@purdue.edu,93@purdue.edu,3/2/15 15:55
915,0@purdue.edu,179@purdue.edu,3/2/15 15:57
916,95@purdue.edu,142@purdue.edu,3/2/15 15:57
917,179@purdue.edu,151@purdue.edu,3/2/15 15:59
918,151@purdue.edu,202@purdue.edu,3/2/15 16:01
919,0@purdue.edu,156@purdue.edu,3/2/15 16:16
920,200@purdue.edu,181@purdue.edu,3/2/15 16:26
921,181@purdue.edu,181@purdue.edu,3/2/15 16:27
922,201@purdue.edu,12@purdue.edu,3/2/15 16:51
923,0@purdue.edu,165@purdue.edu,3/2/15 19:11
924,165@purdue.edu,165@purdue.edu,3/2/15 19:13
925,0@purdue.edu,165@purdue.edu,3/2/15 19:15
926,0@purdue.edu,118@purdue.edu,3/2/15 22:58
927,118@purdue.edu,118@purdue.edu,3/2/15 23:00
928,133@purdue.edu,153@purdue.edu,3/3/15 14:00
929,64@purdue.edu,203@purdue.edu,3/3/15 16:36
930,118@purdue.edu,48@purdue.edu,3/3/15 20:15
931,0@purdue.edu,204@purdue.edu,3/3/15 22:08
